Video_ID	Category	Rating	Length_Of_Video	No_of_views	Uploader	No_Of_Rating
RGBd2M7iWeo	Music	3.2	221	1612	JATBS4L	5
ofgqPfHXu80	Music	2	219	4659	HOTBUTTEREDBLUES	6
HCcAgQ0nyy4	Comedy	0	37	351	mangaman1o1	0
jZoD9BIS0Uc	Film & Animation	0	253	11	AshantiReagansntta	0
E8w1rzlRaT0	Autos & Vehicles	5	361	193	rhyshuw1	5
SxWHAcBQlxM	People & Blogs	4.5	95	385	rhyshuw1	4
_76DZOoNEWA	Travel & Events	5	277	161	rhyshuw1	2
1poa4dL_-Os	Sports	5	457	276	rhyshuw1	1
JNyMxwW8r1Q	Comedy	5	413	2429	rhyshuw1	13
qo0ufN-ArIM	Comedy	5	428	1228	rhyshuw1	6
PpO-LtR9gkE	Music	4.91	206	1796	rhyshuw1	11
lqqE2IWLdSI	Entertainment	5	103	1644	rhyshuw1	2
#NAME?	Education	5	151	99	rhyshuw1	2
O6j3jQYm_fc	Travel & Events	5	73	173	rhyshuw1	2
_kjGOt4xdso	Music	4	551	13170	rhyshuw1	33
JYrp6D9akQA	Comedy	4.96	431	7938	rhyshuw1	45
wQ7w49E71gM	Entertainment	5	362	815	rhyshuw1	4
iCL9d2ckPdg	Travel & Events	4.56	181	6580	rhyshuw1	9
tx_En7ek2D0	Entertainment	4.86	262	1357	rhyshuw1	7
xvBHad-r37U	Entertainment	3.43	172	2889	rhyshuw1	7
oYGCTepmRUY	Entertainment	5	79	6376	rhyshuw1	9
KHrTvOaIuz0	Travel & Events	5	390	291	rhyshuw1	1
265li8v9m1k	Travel & Events	5	581	226	rhyshuw1	2
Hz325mFBubQ	Howto & Style	3.96	75	19365	Robinelise20	27
rUTw_JgL61E	Comedy	4.54	209	652406	gnatso	1957
6sIB2kL-BWc	Entertainment	4.51	273	163516	Timacious	208
XZ9gNimrU2o	News & Politics	3.38	42	1764	YELLOWRIPPERS	16
G7dIitWluBA	Entertainment	4.1	95	4968	ExtremistPullup	10
gHP6ng1TXww	Entertainment	3.45	66	155791	SlaughterDog	324
54f8HWpBO1E	People & Blogs	4.57	53	12417	Aleetheis	21
6xnHnHcmMho	People & Blogs	4.59	154	22373	supricky06	356
_pGvEGFkvNs	Howto & Style	4.4	81	3209797	spacepainter	6010
cf_JlGsCJ50	Entertainment	3	73	315	Jewbeanz	2
m5cSUcLHuSQ	Howto & Style	4.85	172	3270	GreenHatAngel	55
I6NyamlzobQ	Sports	3.6	38	8031	ASIASTRONGESTMAN	15
XKDkPCYJnIY	Sports	3.75	109	537	justiceislost1988	4
5szK9FsNa1A	Comedy	3.37	85	13826	BowtieBandit	27
o4x0O8kVLN0	Music	4.8	425	38187	863505	120
3ioDkHjXtbg	Music	5	408	2323	kimberly1x	15
7rMLXMZS0EU	News & Politics	3.72	14	16067	thebluebutterfly4u	60
rNdr4I9nMJg	Music	0	296	16	Crujir	0
VltEHa39BXA	Music	4.88	199	16491	bondservant007	33
zl41kLC71iw	People & Blogs	3	334	3839	jezuzfreek777	136
LLrDDlAggE0	Film & Animation	0	299	163	treadbr1900	0
OMe5lb8kQWQ	Nonprofits & Activism	5	579	20	AMBCCC	1
eKtb63QIPh0	Entertainment	3.4	474	11359	BlackJaPanther	10
aa_1hVJHccU	Music	4.41	277	354602	MasterLemming	487
5sUu9Baaym8	People & Blogs	3.64	14	3504	thebluebutterfly4u	11
j5NDwfk-ah8	Music	4.86	261	54965	takaraimidget	216
45yabrnryXk	Pets & Animals	4.75	85	347719	NationalGeographic	1355
9YPDXmEsQtQ	Music	4.81	267	547524	RicBNH	1511
jkje4FiH9Qc	Film & Animation	4.82	238	452822	leepengyu	1187
IvVr2uks0C8	Music	4.57	252	416840	mlestat2003	663
FdBDfUCpBFg	Music	4.77	348	182569	sonicat	417
cb_9uH-ELJE	Music	4.79	220	315143	RicBNH	930
Bn7exBrCiUI	Music	4.84	297	458325	RicBNH	1339
qH3GHaJF_QI	Music	4.94	276	47780	bellhydeist	201
ChJYioZ4nXs	People & Blogs	5	277	269	ellebelle1988	8
c3m_m4mZ-Uc	People & Blogs	5	446	184	aXXoJadie	4
NjwW09AAr5k	People & Blogs	5	122	161	Proceedwithcaution	7
I_iWms-0h3U	People & Blogs	5	45	202	MyLifeAsLiza	5
a8Ist4c9S3Q	People & Blogs	5	77	93	Aceswolf	2
nV6KEbPKc0k	People & Blogs	5	240	77	FennixRisen	5
mtOy39CaOPM	People & Blogs	4.93	59	279	GymMidget415	14
GokPK5sUBrw	People & Blogs	5	50	85	mspulido4	2
Ohkr-Xi8GlQ	People & Blogs	4.76	108	117	soozfive	17
o2omZSr6a88	People & Blogs	0	533	9	aXXoJadie	0
d4FTxpyoKYE	People & Blogs	5	232	37	pipsipirate	3
ENUmfc4v0DE	People & Blogs	5	124	54	squirt1993	1
1SR9ztiyoug	People & Blogs	5	82	146	hystericredcoat	10
0S_C9SK1eWw	People & Blogs	5	84	187	emilineC	12
mgQAhsHL3lg	People & Blogs	5	250	113	Orangehatten	3
iqBulJCt_gk	People & Blogs	4.75	135	156	becoolsodapop	8
SKQ44BS_6sY	People & Blogs	5	92	128	timsbro2000	10
icMd8yAZCrY	People & Blogs	5	231	117	kirstenreads	7
vHqM4BYFZOk	People & Blogs	5	6	27	NeedaCoolUsername	1
Tx0X7jKwvx4	People & Blogs	4.91	245	10712	fiveawesomegirls	385
vxj1RDbp_iE	News & Politics	4.9	82	73851	TheOnion	465
hmmAdbDF1xA	News & Politics	4.74	174	71427	TheOnion	453
irp8CNj9qBI	Music	4.9	349	10172172	Frozentoast	43774
cQ7J7UjsRqg	Science & Technology	4.76	68	85602	TheOnion	678
JpD4NGZoPb8	Comedy	1.4	276	14123	love0fmylife	93
viVAAy_qkx0	News & Politics	4.9	145	63027	TheOnion	749
Mvz_xzaMvCQ	News & Politics	4.81	128	99680	TheOnion	684
dn5f0-y71tE	News & Politics	4.69	92	34879	TheOnion	215
OHVvVmUNBFc	News & Politics	4.62	88	146497	TheOnion	394
iikKzQwgBJc	Music	4.86	119	7043921	awesomechick520	17885
cxbFLYa0_bw	Music	4.91	297	4635992	xsniped	13314
58CJih1iYC0	Entertainment	4.91	212	4915513	JAYSOMSEN	17008
73Pbs8hKCEc	Science & Technology	4.8	115	43212	TheOnion	368
4ADh8Fs3YdU	Music	4.91	255	4226122	VVasp	10512
LBrDzZCOQtI	News & Politics	4.9	164	100574	TheOnion	978
MMz-wi50ACU	Entertainment	4.9	184	2488790	ringostarrkicksass	7243
aotlEpmAFVQ	News & Politics	4.86	111	70832	TheOnion	680
Zo52T7uKOJU	Music	4.92	239	2995664	horaciocambeiro	9592
6RIQIa_8AVI	Entertainment	3.29	398	791855	KatrPictures	475
b-rOd6EeCPI	Comedy	4.65	126	99243	thecoroters	299
PSCkBf24acQ	Entertainment	4.41	211	41574	WoodElf	80
llg9LbxzAmU	Film & Animation	5	347	239	roy791202	1
wvsw63bZ0jQ	Film & Animation	4.36	116	128386	chrismagovern	281
BylF9KL5UDk	Film & Animation	0	244	5	AshantiReagansntta	0
OcAmiEtecUE	Music	5	269	218	radiotoronto	1
txhkZY3GbCI	Film & Animation	0	30	9	BlueAeon	0
Nw9XPaByX3M	Film & Animation	0	85	435	jasoto	0
ZZtWiWYT85g	Film & Animation	4	129	1039	bananartista	4
wUZMpKaEX0I	Film & Animation	2.33	105	3050	jasoto	3
3d-utUWRXBk	Music	5	318	2436	ilbon007musa	1
d2xLtPzo87o	Entertainment	4.33	168	1496	tanner1227	15
o23Gf5mHif0	Entertainment	4.71	137	43577	ShdwHg	103
GyCpoZKQGfo	Entertainment	4.44	374	1196	smitty0205	16
Djd-oxV6oyI	Entertainment	4	237	1050	HSN	1
vZQC4M0MwYE	Entertainment	3.88	454	532	darkscifer	8
16-YcmtInLc	Entertainment	3	99	221	cs1093	2
lDer2QYs7bM	Entertainment	4.45	368	8495	Gr33nAv	31
krjfpMvmCEU	Entertainment	5	172	265	IReMiXI3	4
4-DCheqponQ	Entertainment	4.6	181	577	belld06	10
ntCPvOtmdfI	Film & Animation	4.64	269	675	jamezaye	14
e5U4z60J14A	Comedy	4.75	118	443146	listedabive	600
TahycrONQUA	Entertainment	4.6	165	13670	magicofcurtis	10
n8ly4shNt4k	Music	4.8	62	222576	hollywoodrecords	245
ykzADlrSMBg	Music	5	218	788	doctorkong	1
kXeamc7e31c	Howto & Style	5	72	14413	kipkay	26
uYjFJh_56fE	News & Politics	3.94	104	10770	weshtv	16
EL4ggXa1b8w	Entertainment	4	143	112839	BunkumBros	150
s9Pe-ZJOPv4	Entertainment	3.75	149	1178	Dou7g	8
RLVeMPIfRJ0	Film & Animation	4	41	32279	christianpalma	5
PjvWfbxA50E	Sports	5	69	69	ShogunIllEmperor	1
4UK41qiJRqQ	Entertainment	4.2	222	9498	sxmcguire	10
u1z2eecaKtc	Entertainment	4.5	88	5134	blauwepiet	10
_AKE4MA3b98	 UNA 	4.6	54	19678	naledi81	10
iQ1_lN8I2_c	People & Blogs	4.42	597	28193	KelleyH	38
UCN4aGwz084	Entertainment	4.56	147	34662	Lucky1406	41
tWysEQIleN4	Music	5	21	236	dekdog11	3
CUZDK_WbU78	Comedy	3.87	101	9899	YOUSUCKProductions	15
RIzEOCxf5b8	Howto & Style	5	295	8734	GravityEdgeMan	6
E5ai_RQYcUk	Entertainment	3.33	72	4753	NewWarriorMan	30
FdqdkVpvZmI	News & Politics	4.55	105	1631	NTDTV	11
#NAME?	Entertainment	4.43	242	1896	xMUSICxxMISERYx	7
MuDZU5cO-FQ	Entertainment	5	190	503	threecheers	7
j3nQqj-hvKs	People & Blogs	4.13	297	3978	Stytched	15
6ttdTeoQtH8	Music	4.86	234	11527	tulachan	43
CyrObv7Gwe0	Comedy	4.89	188	18068	Chrisizzle23	142
wawbaqzMT4M	Entertainment	4.15	58	49909	josh3d2004	96
ZUBa0ir71Dc	Entertainment	0	365	32	MitaGema	0
#NAME?	News & Politics	1.67	422	3710	ernielunati	6
YUlITxx5qVw	Film & Animation	4.81	271	87343	xxShadowChanxx	450
LEi2-oBpjDY	Entertainment	4.17	110	66315	anonymoot333	789
m1Iqq081wVw	Nonprofits & Activism	5	569	109	Anonigonz0	7
dI7jVuR1MPs	Entertainment	0	130	30	scottpricepwnsyou	0
AYePc-YeWvk	Entertainment	4.64	49	26865	Cloudtan	98
C4TUWH5r_EQ	Music	4.67	222	526	daixoxo7	6
AFXhUV-MS7g	Comedy	4.82	273	23009	hallospacegirl1013	191
s2jo7jQ0aFQ	People & Blogs	4.83	499	1600	Lotusama	53
WRxut1xxX3M	Comedy	4.72	177	1970	josh3d2004	29
QCj5oYia73A	Comedy	4.87	400	35009	casiotone1331	337
YadzCETH2rg	Film & Animation	5	270	272	VYRALL	6
cvhy03NLR6I	Entertainment	4.32	57	1352	GoldenTotProductions	25
Rp198k984Yw	Entertainment	3.48	128	1052410	itschriscrocker	12785
qcImZOB-ZLY	Entertainment	3.95	18	34679	Blunty3000	610
yGMKgLRU-3c	Entertainment	3.33	116	1248802	itschriscrocker	12827
edLR8fj6roo	Comedy	2.47	94	1120648	itschriscrocker	12716
AhHqU2c7onM	Entertainment	3.19	75	573473	itschriscrocker	6321
eZqaY_9ILj8	Music	2.01	309	47869	jamesthornwielder	360
kHmvkRoEowc	Entertainment	2.42	131	18235463	itschriscrocker	122129
0wWjZO56fqs	Music	1.54	275	16605	jamesthornwielder	180
Ia6kRlhUQ7I	Entertainment	4.46	29	21681	BIGFOOTBUBBA	333
OSJjtP_p-Hs	Entertainment	5	306	9433	SamTubeCOM	1
kRc-LpdD_Pk	People & Blogs	2.28	22	15258	niardan	184
xXiouCrEnG0	Entertainment	2.78	117	1243037	itschriscrocker	10999
Hh3eHxtIGxw	Entertainment	3.65	116	1256254	rmerax0r	3251
b0hqh_yRIiA	News & Politics	5	551	750	DarrellLWright	9
StWnLxf4qUg	News & Politics	4.5	60	250	jgarcia19	2
1wIp8kmZY4w	News & Politics	4.88	335	397	RidleyReport	26
o7GX-1oL-qo	News & Politics	5	94	105	SOSOMEE	4
NDZ1sgBpS60	Comedy	5	199	158	obaidkarki	10
m0UjE32EF1Q	News & Politics	0	600	113	icsclean	0
9lM1LhD7-Qw	News & Politics	4.56	78	1056	OSUMercutio	9
D-r66nZiu5g	News & Politics	4.67	322	1068	videocafeblog	9
yJqLL1_Cu0A	News & Politics	3	113	129	1001BG	2
fvlrQuFdOjI	News & Politics	0	87	76	wwlp	0
h6Gz1CTZsl4	News & Politics	4.62	213	1788	videocafeblog	8
2EAA-5O_TYw	News & Politics	5	28	436	topnewsmakers	5
3MHQ90_bRsU	News & Politics	0	402	33	pistileer	0
qJYIAVajwqY	News & Politics	0	106	27	wavy	0
BUtUAHLLB6U	News & Politics	4	371	235	topnewsmakers	2
sd97FFLDKbI	News & Politics	5	73	210	bbcworldnews	3
4kB8iOK1gkA	News & Politics	4.5	279	314	videocafeblog	8
_lns57U54T0	News & Politics	4.5	116	928	wesawthat	10
8uPo_U2Jvhc	Comedy	0	80	15	jeckhard	0
Y_wnSsehZ4E	News & Politics	5	98	96	bossmanfreak	1
fyS6t6-KrFo	News & Politics	4.12	280	5384	bnprenaissance	119
nhQcjGZJaIc	News & Politics	4.56	285	1915	BNPBloke	25
fvfMMRIMpd8	News & Politics	4.55	211	2750	bnprenaissance	110
8WFVSb0dlSI	News & Politics	4.38	325	716	politicsforuk	13
LZMcAsNnvl4	News & Politics	4.33	599	138	twokeyalexe2	6
dkwXIxgPq1g	News & Politics	4.2	245	103	Welshie58	5
MRdtIarC-Zs	News & Politics	0	148	192	politicsforuk	0
qMJUtnwyw0Q	News & Politics	3.8	442	895	TheirKingdomWillFall	20
Np9IhFcw0Pk	News & Politics	3.4	347	404	Mircose	5
__wn6AWbSKw	News & Politics	5	296	43	twokeyalexe2	1
#NAME?	News & Politics	5	152	346	twokeyalexe2	4
DUKgjJ6OdCM	News & Politics	4.33	170	456	bnprenaissance	12
h1dq2ThdIeE	People & Blogs	4.38	158	2105	amromania	29
nN0W9ZEGyZg	News & Politics	4.51	174	1956	enochslad	35
htsUkqvJxRM	News & Politics	1	203	224	twokeyalexe2	1
fDEBn41Z2yo	News & Politics	3.67	380	425	twokeyalexe2	9
txDeB8JkJNw	News & Politics	4.33	117	267	bnprenaissance	6
oJpOHs-ssTA	News & Politics	5	185	141	twokeyalexe2	5
IlxH0UiqXac	News & Politics	3	211	209	twokeyalexe2	4
6a-o8RhPDh8	News & Politics	3.96	280	1491	bnpquest	23
Aqvs3988wbU	News & Politics	4.7	590	20744	ericielfenix	266
5rnbSNJ6afg	News & Politics	4.22	88	9310	CatalanPhoenix	37
eAWyX_lWPuQ	News & Politics	4.8	442	12680	ericielfenix	250
FpKmmCxOcGQ	News & Politics	4.89	555	12904	ericielfenix	211
3QL97xldoXc	Travel & Events	3.44	358	3010296	thePranker	37247
TvlUpoffohM	News & Politics	4.79	568	13474	ericielfenix	217
j14qkjJ8Ii8	News & Politics	1.82	336	6727	zpmiente	243
WrC6_uBe4eA	News & Politics	4.77	102	766883	Canal6Navarra	1522
KC0vtl3O8EA	News & Politics	3.37	156	87479	ppcatalunya	285
12Z3J1uzd0Q	Film & Animation	3.03	615	65341925	kaejane	9189
aRvfaSnD4Wk	Entertainment	3.77	25	2544	Milienkov	26
9W-ErpaH3aY	News & Politics	4.08	90	633	CatalanPhoenix	13
4z33tJ87p3Q	News & Politics	5	255	227	5ilviaMC	3
5ugrDYxWJDo	News & Politics	4.76	116	2695	Diruncat	25
ace9bNGlHOc	Entertainment	3.8	213	19467	spidermancat	255
u8FLmc18lRw	News & Politics	2.2	44	712	Gerardpb2	5
VAmz8MNZdlk	News & Politics	4.53	157	135148	Azathyel	158
UyyBaevqMww	Howto & Style	5	32	336	rabadan101	5
F7Vz6GZJJOg	News & Politics	4.62	2365	189406	rtve	1310
Hk7govuuGTM	News & Politics	2.56	157	30675	alcachon	16
V7676EC06oc	Music	4.86	197	425672	nadiaubc	556
Tr4n6z4Fzw8	Film & Animation	4.43	55	124229	jgrandin1	468
552k0ifjuDw	Music	4.65	182	1598694	KatharineMcphee	4516
AlIuq0lzayQ	Film & Animation	3.54	48	9378	Lyonstomb	26
BrY4tGRltyg	Film & Animation	4.51	32	28530	jgrandin1	156
ZxEazBfPVFg	Music	4.88	188	444308	MrRenaissance	907
_z0K7EnvlO4	Entertainment	4.46	32	656275	EA	1054
0eFPitLcnww	Music	4.87	244	493706	kylie4ever	1062
EwTZ2xpQwpA	Music	4.23	292	16841569	TayZonday	83514
nsZyKYI4v4w	Music	4.83	330	106983	sliq1	390
FWuYa5NiYqk	Film & Animation	4.78	78	88091	chuwichuwi	159
S200yY07M3Q	Music	4.89	236	290947	Scot90230	859
njsWZ7J35Us	Education	4.66	156	1369522	startcooking	753
94iXddskcFs	Film & Animation	4.39	127	479109	jgrandin1	2121
5EBDs41Cro0	Film & Animation	4.18	269	500517	samselthedamsel	2807
0lbkZFePY7U	Education	3	377	332	hayleydaley	2
MhH-aMGC26Q	Comedy	4.86	121	50397	jgrandin1	258
2r3K1wV3KuA	Comedy	4.44	177	27255	jgrandin1	154
5A1KZKksGKE	Music	4.9	197	314843	nhaxonline	493
XfBvOdtC_ig	Music	5	260	4015	criscastillo	3
MLaCDgpv_-M	Music	5	260	4324	VideosAlexCampos	5
aMle2yEw3_w	Music	5	260	328	JulesRogerson	1
_LZel6Mu_xE	Music	4.98	391	142839	diegomaltaespinoza	164
sWI0yZnnChk	Entertainment	0	260	55	AleOrganza	0
fwG-PLo14vw	Music	5	260	118	anglikyhery	1
XKDZX5knONk	Music	4.87	320	323720	musicboom	306
IyNcSJjY8HU	People & Blogs	4	51	2769	EdgarSamuelAguilar	1
oRym9uuVDKk	Music	5	349	1799	ifernand2007	3
8G-o6qNEMkQ	Music	3.67	226	11508	YanM	3
FKV5Wenmb1s	Music	4.69	230	25167	CarlosRGG	16
yRZDnnlefPg	Music	4	327	3107	tigres55	4
Hb10jIWcPTM	Music	4.91	350	56978	abfunky	54
GxW6Dsg9CB0	Music	4.91	349	5254	valmind39	11
o0peFCNLNHg	Pets & Animals	4.63	183	230521	ZackScott	855
yGFRi_ueq-M	Entertainment	4.76	283	480896	dannyo8	1607
KGBE0c2OJKI	Entertainment	3.98	503	38797	ZackScott	208
#NAME?	Comedy	4.13	174	1216031	ZackScott	6579
VBsOW3q_ABY	Pets & Animals	3.77	85	77607	ZackScott	514
Nad5AJaIcBI	Music	4.79	42	686418	docjazz4	2522
pFlcqWQVVuU	Entertainment	4.73	66	6618744	raw64life	17739
7Z12pSrZ-fU	Entertainment	4.76	517	109999	GovernorWatts	655
x8dvgw-lHrU	Pets & Animals	4.58	52	28601	ZackScott	202
ayBMe5AvwhI	Entertainment	4.76	381	130408	blankoboy	603
7_4VZOjKRxA	Entertainment	4.61	125	654377	rickst13	1911
pjak4ByHnco	Entertainment	4.8	600	463532	laffer35	1563
G6GoiaHQHYc	Comedy	3.6	21	57524	ZackScott	161
WfKxpmnAFRw	Entertainment	4.76	116	490392	pleomax	1234
YaUmcG3iors	Entertainment	4.49	158	78711	EricTucson	107
MEk-gj0douk	Music	4.08	255	679096	TinWhistler	4918
oshRO6QWwtk	Pets & Animals	4.77	133	26827	ZackScott	229
p5cPVP_llfo	Entertainment	4.7	121	2523258	Wii	7359
nO37jzM59SM	Entertainment	3.94	138	718533	G4TV	3073
kKp7mhKrQQI	Entertainment	4.71	173	60419	ZackScott	630
h4VYWGz8Okc	People & Blogs	2.33	289	498	AuthorRDK	3
H2p_A9v4hKc	People & Blogs	0	40	9	partyier777	0
DJkJgN-X-DU	Comedy	0	38	11	Adyshya	0
koXLT1bA5Y8	Entertainment	0	51	375	videosLAV	0
5R5oh8AIguE	Entertainment	5	574	7393	CaiganMythFang	23
PtJtav8HpF0	People & Blogs	0	12	63	soz88	0
k67oCuyNQCw	Entertainment	0	518	168	tuffsy46	0
uqkgFGwnndQ	Comedy	5	64	55	alviarezjaac	1
CiugCYuTH7I	Comedy	5	228	295	mikeyis	1
hUEd1lE0hg4	Education	5	75	73	chapulinxr	1
zk6tMmEM-xs	People & Blogs	5	60	438	Allenh02	3
RxVxnB-GKRQ	Music	0	194	95	Wrathdemon	0
3yL491l4S9k	Comedy	0	141	46	chapulinxr	0
qXy1IOvkNQw	Entertainment	4.4	174	275	ceet33	5
p3KUWT4dfYY	Comedy	0	172	50	matty0191	0
AJ9kRIgbMW8	Autos & Vehicles	4.5	625	3041	RFury	4
Fvmi2zROPbc	Comedy	4.74	81	1206	JezMM	31
HqZ9UkwbGDc	Music	5	188	1519	Fameforever	8
ktnEtJt9WHM	Film & Animation	0	59	148	GwnythsPal	0
VcMUM_w9M5I	People & Blogs	0	38	489	paulscrabz32	0
OeNRl4glyqo	Comedy	3.99	89	46659	notdavidlynch	290
RPqfTHK65CI	Comedy	4.36	137	19808	notdavidlynch	152
wwiYWUwcj04	Comedy	4.21	52	7269	notdavidlynch	53
ay7QdNqDbx0	Entertainment	3.86	76	1027	HighFlyingDutchman	14
vesLi7kqTek	Comedy	4.58	177	21342	notdavidlynch	214
HmktLUEbAxg	Comedy	4.63	71	5473	notdavidlynch	51
Rfi-IQhV-50	Entertainment	3.75	150	453	kippoe	4
3ppFowjLOuc	Film & Animation	4.29	342	958	zoltai9	7
FQRRPM8pVJI	People & Blogs	5	503	608	docMango	1
gkp-Ik97dz0	Entertainment	4.97	64	6503	20alex	34
1U96Us5eSf0	Film & Animation	5	113	1724	videochick770	4
L5pE1my2U1o	Film & Animation	3.33	87	1604	gabrieleclub	3
Qja9Qn4V07A	Comedy	4.19	16	787	notdavidlynch	16
vZSMFQbf6TE	Entertainment	5	494	1009	voytex86	6
z7sLFhTVMyE	Comedy	4.97	206	4263	60frames	29
o2WF1aH-9-c	Entertainment	4.33	7	2853	noabsolutes	3
ZLWatob_IBU	Entertainment	3.45	227	31874	StorytellerMedia	44
VZh0X0BSK58	Comedy	5	35	563	notdavidlynch	4
2qt1gm4OdHo	Music	4.16	116	4730	wetvonrte	25
UMH86_UqFw4	Music	4.76	183	663261	KokoKaina	4422
OGugi9vHGEA	Music	4.21	224	1210197	seeso	6430
kWNZyMpiY6w	Music	4.35	286	287468	Isaacthompson	1235
zrsHyFw-SmA	Music	4.47	169	313541	Izzybella89	2644
LST222h9sjk	Music	4.92	158	34765	KokoKaina	425
i2IYI1EfwLE	Music	4.87	204	439281	royse	1200
lOO9PbcyuV0	Music	4.65	326	7487	LKS317	26
XSfKrDyqMOE	Music	4.37	281	213114	qeqo23	418
NDbNb34fHJ0	Music	4.67	248	1682470	miaarose	8515
CQMUSoQChy4	Music	4.82	271	3350	modernoracle	233
-5vW9TUwiVo	Music	4.77	25	1365	modernoracle	73
YPQ29j_sPj4	Music	4.45	143	252266	zzzzzzzzap	1576
jqdNYxJYAmQ	Music	4.83	167	21478	ReinaDelCid	249
_YiT1SCtehg	Music	4.85	234	10928	capo420420	326
mFh38dd8rto	Music	4.67	146	6996	skatefarmerftw	36
MnYtvFSW79U	Music	4.51	169	341690	Toaana	1943
ZE3QS_02R_s	Music	4.84	523	999	modernoracle	89
28jgpGsmQjU	Music	4.83	597	3761	modernoracle	109
Wmuc0E4OKwg	Music	4.43	170	1275	pbneurogirl	14
pTfPY_ZG27k	Music	4.95	158	11617	isisip	78
1LxOL9m254k	Pets & Animals	2.94	642	247	Mastesto	17
qWlLtD3SmaM	People & Blogs	4.75	213	755	batermaster77	4
XgPYWce0wBA	Entertainment	3.67	19	3944	Jamanfilms	6
qsMay_2rcwI	Entertainment	5	22	1407	Jamanfilms	5
3W9BvU6rTTI	Entertainment	2	9	1959	Jamanfilms	8
7WfAsU_GDaU	Entertainment	3.4	19	1747	Jamanfilms	5
EP8DiLsfpWI	Music	3	32	373	bihwiLoganqjrg	2
DlV-hIdq1Xw	Music	2.5	142	587	davoodnpussy	14
04ERBsim9rc	News & Politics	3	610	294	ernielunati	4
30QZ-_tDt5g	Music	1	24	179	ringtones1221	3
G5OvBzAItc4	Nonprofits & Activism	2.5	203	532	taiwanesemobster	4
FucueXhLVbI	Nonprofits & Activism	0	125	61	taiwanesemobster	0
taxVso5ya-g						
9LMNjJmVGzg	Entertainment	5	128	987	OhMyPadalecki	9
EcSr2FgTvLA	Entertainment	5	123	1974	jjfridge	9
CGVdSWkoyYU	Music	4.9	184	3957	julvett	48
jQ4LzUkJTF8						
m3fs96iGPPg	Entertainment	4.82	291	561	ralphm1999	11
59S7hb34YSg	Entertainment	4.67	306	347	akersora	9
qKRNutIkrJE	Music	4.75	206	535	keajgeiaibv	16
ZJmf2yH87hA	Entertainment	5	80	1923	sora99252	5
XS2ydPaTDl0	Entertainment	0	48	51	davoodnpussy	0
I1c0uS5wkto	Entertainment	4.44	571	1657	hotelangel	18
Xz5amzknTSY	People & Blogs	3.97	648	3671	Madrosed	38
rR4r5OPmTf0	Music	5	579	277	arrestedtube	2
GIK2MvqG3a4	Comedy	0	87	59	ernielunati	0
jcbEI-vpGdc	Sports	4.78	499	19557	pennyccw	40
E_oqvY3-Llw	Comedy	3.59	17	27348	ToszeDysan	29
7rlM0lwiRx0	Sports	4	74	1384	thelebronjamesblitz	5
Oe5IKgKKjJw	Sports	4.85	600	5093	kOrOne79	40
q2km6Nkkq_c	Music	4.82	128	10700	wookiielover	77
C6-c6F_sMXQ	Sports	3.5	312	6555	kushtv	4
RwG93EXRBlo	Sports	5	377	563	kushtv	1
degHabvOFqs	Sports	0	307	349	kushtv	0
5cUNdCpcK14	Sports	5	197	3728	kushtv	1
xMdSLbRS9fE	Sports	3.67	288	720	kushtv	3
#NAME?	Sports	5	243	1371	kushtv	2
aHiympVfKYI	Sports	5	234	780	kushtv	2
kaFhoj9Up5U	Sports	5	146	864	kushtv	2
ZaUNVaS6iVM	Sports	5	126	530	kushtv	1
gsQcSQmad5w	Sports	5	165	341	kushtv	1
Hi_m7pWgIDI	Sports	4.67	120	4832	kushtv	3
sw0v1jsa3Sc	Entertainment	3.4	142	2636	kushtv	5
Fr_nAn_uo70	Entertainment	4	92	3835	kushtv	4
70mlGW43hiQ	Sports	0	251	365	kushtv	0
2IWmLdXJHhU	Sports	5	259	164	kushtv	3
Ok_MqfnuOxc	Sports	3.14	269	10089	kushtv	7
65A-DOqRfAc	Sports	3	212	1880	kushtv	1
uY_ErzKCoEM	Sports	3	345	417	kushtv	2
1bhcs_87NOQ	Sports	3.14	260	35709	kushtv	28
IoooP-eyeic	Sports	3	252	922	kushtv	4
H1QwMMjLITA	Music	5	243	1325	recordpool	3
UWA2cfWmoIk	Music	4.4	227	1541	youngkingz12	5
_vQ1P7aHgDA	Entertainment	4.6	354	6860	Chaos33176	5
IiK1WsClwuY	Entertainment	5	75	1928	Chaos33176	1
l8GNSphSSrk	Music	4.5	227	244	ravi1992	2
XHD5_dpXXDM	Entertainment	0	257	933	Chaos33176	0
1lePFL2z0Ug	Music	4.67	227	718	8d193	3
9T6ePuZoUtk	Music	5	227	512	lacesfashion	1
TDi3k-0qHaM	Music	4	227	393	MadeByMee	3
QPS6mW2vG2s	Music	0	227	414	bhzin08	0
H0Ddr5qu8xU	Music	5	227	117	lololi45	1
9pnmbIquRFI	Music	5	227	222	TopyFreeqtlnh	1
TzppVdSjwKM	Music	5	227	89	ringtones1221	1
VvVNZ1R7xPM	Entertainment	5	108	1204	soniajohnson	3
Fs04dVrBEKo	Entertainment	5	68	844	soniajohnson	1
C1tuE38-HME	Entertainment	0	174	228	Chaos33176	0
4dpDlMGKE2A	Entertainment	0	25	62	Chaos33176	0
yAFl5RgTM4E	Entertainment	5	492	914	Wolfwood824	4
SpcvDfCXjfI	Entertainment	5	455	536	ZeromusX	3
